"","Family","Taxon.id","Global.sorteringsordning","Vetenskapligt.namn","Auktor","Svenskt.namn","Taxonstatus","Taxonkategori","Svensk.förekomst","Svensk.invandringshistoria","Rike","Fylum","Klass","Ordning","Familj","Släkte","Småart","Art","Andra.identifierare","Andra.vetenskapliga.namn","Andra.svenska.namn","Andra.namn","Webbadress","Category","Present_in_IBA"
"79","Bucculatricidae",102387,41247,"Bucculatrix absinthii","Gartner, 1865","malörtskronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433461","","äkta malörtögonlappmal","","https://dyntaxa.se/taxon/102387","micro","not present"
"80","Bucculatricidae",214032,41256,"Bucculatrix demaryella","(Duponchel, 1840)","björkkronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433489","elachista demaryella","björkögonlappmal","","https://dyntaxa.se/taxon/214032","micro","present"
"81","Bucculatricidae",102388,41258,"Bucculatrix gnaphaliella","(Treitschke, 1833)","hedblomsterkronmal","Accepterat","Art","Påträffad, okänt om reproducerande","Invandringshistoria osäker eller okänd","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433496","elachista gnaphaliella","hedblomsterögonlappmal","","https://dyntaxa.se/taxon/102388","micro","not present"
"82","Bucculatricidae",214020,41255,"Bucculatrix cristatella","(Zeller, 1839)","röllikekronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433487","lyonetia cristatella, bucculatrix argentisignella, lyonetia concolorella","röllikakronmal, röllekögonlappmal","","https://dyntaxa.se/taxon/214020","micro","present"
"83","Castniidae",6021732,39725,"Paysandisia archon","(Burmeister, 1879)","palmfjäril","Accepterat","Art","Tillfällig förekomst (alt. kvarstående)","Passivt inkommen efter år 1800","Animalia","Arthropoda","Insecta","Lepidoptera","Castniidae","Paysandisia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439952","castnia archon","","","https://dyntaxa.se/taxon/6021732","MACRO","not present"
"84","Chimabachidae",214390,39876,"Dasystoma salicella","(Hübner, 1796)","videvårmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Chimabachidae","Dasystoma",NA,"","","cheimophila salicella, dasystoma salicellus, dasystoma salicellum, tinea salicella, dasytroma salicella, dasystroma salicella","","","https://dyntaxa.se/taxon/214390","micro","present"
"85","Chimabachidae",214388,39878,"Diurnea fagella","(Denis & Schiffermüller, 1775)","bokvårmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Chimabachidae","Diurnea",NA,"","GUID: urn:lsid:faunaeur.org:taxname:434869","","","","https://dyntaxa.se/taxon/214388","micro","present"
"86","Chimabachidae",214389,39879,"Diurnea lipsiella","(Denis & Schiffermüller, 1775)","höstdagmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Chimabachidae","Diurnea",NA,"","GUID: urn:lsid:faunaeur.org:taxname:434870","","höstvårmal","","https://dyntaxa.se/taxon/214389","micro","present"
"87","Choreutidae",215248,39711,"Choreutis diana","(Hübner, 1822)","björkgnidmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Choreutis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438448","","","","https://dyntaxa.se/taxon/215248","micro","present"
"88","Choreutidae",215249,39712,"Choreutis pariana","(Clerck, 1759)","apelgnidmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Choreutis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438449","","äpplegnidmal","","https://dyntaxa.se/taxon/215249","micro","not present"
"89","Choreutidae",215244,39718,"Prochoreutis argentinetta","(Fourcroy, 1785)","glansig frossörtmal","Ej accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Prochoreutis",NA,"","","","","","https://dyntaxa.se/taxon/215244","micro","not present"
"90","Choreutidae",215243,39709,"Anthophila fabriciana","(Linnaeus, 1767)","bredvingad nässelmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Anthophila",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438467","","","","https://dyntaxa.se/taxon/215243","micro","present"
"91","Choreutidae",215246,39717,"Prochoreutis ultimana","(Krulikovsky, 1909)","vitstreckad gnidmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Prochoreutis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438461","","","","https://dyntaxa.se/taxon/215246","micro","not present"
"92","Choreutidae",102506,39720,"Tebenna bjerkandrella","(Thunberg, 1784)","krisslegnidmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Tebenna",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438451","","","","https://dyntaxa.se/taxon/102506","micro","present"
"93","Choreutidae",232925,39714,"Prochoreutis myllerana","(Fabricius, 1794)","glansig frossörtsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Prochoreutis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438458","prochoreutis argentinetta, pyralis myllerana","glansig frossörtmal","","https://dyntaxa.se/taxon/232925","micro","present"
"94","Choreutidae",215245,39715,"Prochoreutis sehestediana","(Fabricius, 1777)","brunbandad frossörtsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Prochoreutis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438460","","brunbandad frossörtmal","","https://dyntaxa.se/taxon/215245","micro","present"
"95","Coleophoridae",100433,39882,"Augasma aeratellum","(Zeller, 1839)","trampörtsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Augasma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435599","augasma aeratella","trampörtgallmal","","https://dyntaxa.se/taxon/100433","micro","not present"
"96","Coleophoridae",214444,39903,"Coleophora arctostaphyli","Meder, 1933","mjölonsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435651","","","","https://dyntaxa.se/taxon/214444","micro","not present"
"97","Coleophoridae",214545,39904,"Coleophora argentula","(Stephens, 1834)","mindre röllikesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436238","","mindre röllikasäckmal, silverstreckad rölleksäckmal","","https://dyntaxa.se/taxon/214545","micro","present"
"98","Coleophoridae",214514,39906,"Coleophora asteris","Mühlig, 1864","strandastersäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436053","","","","https://dyntaxa.se/taxon/214514","micro","not present"
"99","Coleophoridae",214522,39907,"Coleophora atriplicis","Meyrick, 1928","kustmållesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436097","","kustmållsäckmal","","https://dyntaxa.se/taxon/214522","micro","not present"
"100","Coleophoridae",214433,39908,"Coleophora badiipennella","(Duponchel, 1843)","vitkantad almsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435632","","","","https://dyntaxa.se/taxon/214433","micro","present"
"101","Coleophoridae",214526,39905,"Coleophora artemisicolella","Bruand, 1855","gråbosäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436116","","","","https://dyntaxa.se/taxon/214526","micro","not present"
"102","Coleophoridae",214460,39911,"Coleophora binderella","(Kollar, 1832)","brun alsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435671","","","","https://dyntaxa.se/taxon/214460","micro","present"
"103","Coleophoridae",214432,39898,"Coleophora alnifoliae","Barasch, 1934","ljuskantad alsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435630","","","","https://dyntaxa.se/taxon/214432","micro","present"
"104","Coleophoridae",214524,39884,"Coleophora absinthii","Wocke, 1876","absintsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436103","","","","https://dyntaxa.se/taxon/214524","micro","not present"
"105","Coleophoridae",214486,39910,"Coleophora betulella","Heinemann & Wocke, 1877","gulstreckad björksäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435845","","","","https://dyntaxa.se/taxon/214486","micro","present"
"106","Coleophoridae",100681,39886,"Coleophora adjectella","Herrich-Schäffer, 1855","ljuskantad slånsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435628","","","","https://dyntaxa.se/taxon/100681","micro","not present"
"107","Coleophoridae",214502,39902,"Coleophora antennariella","Herrich-Schäffer, 1861","skogsfrylesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436001","","","","https://dyntaxa.se/taxon/214502","micro","present"
"108","Coleophoridae",214555,39919,"Coleophora clypeiferella","Hofmann, 1871","ribbad mållesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436287","","ribbad mållsäckmal","","https://dyntaxa.se/taxon/214555","micro","not present"
"109","Coleophoridae",214494,39921,"Coleophora conspicuella","Zeller, 1849","kilstreckad klintsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435883","","","","https://dyntaxa.se/taxon/214494","micro","present"
"110","Coleophoridae",102403,39922,"Coleophora conyzae","Zeller, 1868","skarplinjerad krisslesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435684","","","","https://dyntaxa.se/taxon/102403","micro","present"
"111","Coleophoridae",214442,39923,"Coleophora cornutella","Herrich-Schäffer, 1861","porssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435648","","mossesäckmal","","https://dyntaxa.se/taxon/214442","micro","not present"
"112","Coleophoridae",214488,39925,"Coleophora currucipennella","Zeller, 1839","gulstreckad avenbokssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435847","","gulstreckad avenboksäckmal","","https://dyntaxa.se/taxon/214488","micro","not present"
"113","Coleophoridae",214480,39926,"Coleophora deauratella","Lienig & Zeller, 1846","fjällsprötad grönglanssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435821","","klöversäckmal","","https://dyntaxa.se/taxon/214480","micro","present"
"114","Coleophoridae",102407,39927,"Coleophora derasofasciella","Klimesch, 1952","pältsasäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436234","coleophora paeltsaella","","","https://dyntaxa.se/taxon/102407","micro","not present"
"115","Coleophoridae",100683,39929,"Coleophora dianthi","Herrich-Schäffer, 1855","nejliksäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436264","","","","https://dyntaxa.se/taxon/100683","micro","not present"
"116","Coleophoridae",214518,39912,"Coleophora boreella","Benander, 1933","nordsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436063","","","","https://dyntaxa.se/taxon/214518","micro","not present"
"117","Coleophoridae",214478,39931,"Coleophora discordella","Zeller, 1849","käringtandssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435799","","kärringtandsäckmal","","https://dyntaxa.se/taxon/214478","micro","present"
"118","Coleophoridae",100680,39885,"Coleophora adelogrammella","Zeller, 1849","hylsnejlikesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436143","","","","https://dyntaxa.se/taxon/100680","micro","not present"
"119","Coleophoridae",214429,39934,"Coleophora flavipennella","(Duponchel, 1843)","ljuskantad eksäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435625","","","","https://dyntaxa.se/taxon/214429","micro","present"
"120","Coleophoridae",100682,39917,"Coleophora chalcogrammella","Zeller, 1839","silverstreckad säckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435819","","","","https://dyntaxa.se/taxon/100682","micro","not present"
"121","Coleophoridae",214503,39887,"Coleophora adjunctella","Hodgkinson, 1882","salttågssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436002","","salttågsäckmal","","https://dyntaxa.se/taxon/214503","micro","not present"
"122","Coleophoridae",214548,39888,"Coleophora adspersella","Benander, 1939","ljus mållesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436263","","ljus mållsäckmal","","https://dyntaxa.se/taxon/214548","micro","present"
"123","Coleophoridae",214461,39889,"Coleophora ahenella","Wocke, 1876","trysäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435672","","","","https://dyntaxa.se/taxon/214461","micro","not present"
"124","Coleophoridae",100687,39890,"Coleophora albella","(Thunberg, 1788)","svartvit säckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435614","","","","https://dyntaxa.se/taxon/100687","micro","not present"
"125","Coleophoridae",214543,39891,"Coleophora albicans","Zeller, 1849","ljus malörtssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436226","coleophora artemisiella","ljus malörtsäckmal","","https://dyntaxa.se/taxon/214543","micro","not present"
