CLUSTER_ID;STATUS;Provided string;Matching status;Taxon id;Scientific name;Author;Scientific synonyms;Swedish occurrence
Erebidae_cluster6;assigned;Atolmis rubricollis;Exact;201250;Atolmis rubricollis;(Linnaeus, 1758);Phalaena (Noctua) rubricollis Linnaeus, 1758;Bofast och reproducerande
Noctuidae_cluster93;assigned;Autographa bractea;Exact;215948;Autographa bractea;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Noctuidae_cluster1;assigned;Autographa gamma;Exact;215942;Autographa gamma;(Linnaeus, 1758);"Plusia gamma (Linnaeus, 1758); Phytometra gamma (Linnaeus, 1758); Phalaena gamma Linnaeus, 1758";Bofast och reproducerande
Noctuidae_cluster182;assigned;Autographa macrogamma;Exact;215943;Autographa macrogamma;(Eversmann, 1842);;Bofast och reproducerande
Noctuidae_cluster22;;;Manual;;Autographa pulchrina;(Haworth, 1809);purpurmetallfly;Bofast och reproducerande
Noctuidae_cluster153;assigned;Axylia putris;Exact;216218;Axylia putris;(Linnaeus, 1761);;Bofast och reproducerande
Psychidae_cluster9;;;Manual;;Bacotia claustrella;(Bruand, 1845);klocksäckspinnare;Bofast och reproducerande
Tortricidae_cluster134;assigned;Bactra lancealana;Exact;214969;Bactra lancealana;(Hübner, 1799);;Bofast och reproducerande
Tortricidae_cluster85;assigned;Bactra suedana;Exact;100438;Bactra suedana;Bengtsson, 1989;;Bofast och reproducerande
Oecophoridae_cluster18;assigned;Batia lunaris;Exact;266191;Batia lunaris;(Haworth, 1828);Recurvaria lunaris Haworth, 1828;Bofast och reproducerande
Batrachedridae_cluster2;assigned;Batrachedra pinicolella;Exact;214422;Batrachedra pinicolella;(Zeller, 1839);;Bofast och reproducerande
Batrachedridae_cluster1;assigned;Batrachedra praeangusta;Exact;214421;Batrachedra praeangusta;(Haworth, 1828);;Bofast och reproducerande
Bedelliidae_cluster1;assigned;Bedellia somnulentella;Exact;214225;Bedellia somnulentella;(Zeller, 1847);Lyonetia somnulentella Zeller, 1847;Påträffad, okänt om reproducerande
Nolidae_cluster7;assigned;Bena bicolorana;Exact;216313;Bena bicolorana;(Fuessly, 1775);"Phalaena bicolorana Fuessly, 1775; Hylophilina bicolorana (Fuessly, 1775); Hylophila bicolorana (Fuessly, 1775); stort båtspinnarfly; stor båtspinnare";Bofast och reproducerande
Geometridae_cluster157;assigned;Biston betularia;Exact;215590;Biston betularia;(Linnaeus, 1758);"stor björkmätare; Phalaena betularia Linnaeus, 1758";Bofast och reproducerande
Geometridae_cluster82;assigned;Biston strataria;Exact;215589;Biston strataria;(Hufnagel, 1767);;Bofast och reproducerande
Nepticulidae_cluster52;assigned;Bohemannia pulverosella;Exact;213864;Bohemannia pulverosella;(Stainton, 1849);"Trifurcula pulverosella Staintin, 1849; grovfjällig äppledvärgmal";Bofast och reproducerande
Nepticulidae_cluster51;assigned;Bohemannia quadrimaculella;Exact;100495;Bohemannia quadrimaculella;(Boheman, 1851);Nepticula quadrimaculella Boheman, 1851;Bofast och reproducerande
Nepticulidae_cluster72;assigned;Bohemannia quadrimaculella;Exact;100495;Bohemannia quadrimaculella;(Boheman, 1851);Nepticula quadrimaculella Boheman, 1851;Bofast och reproducerande
Nepticulidae_cluster77;assigned;Bohemannia quadrimaculella;Exact;100495;Bohemannia quadrimaculella;(Boheman, 1851);Nepticula quadrimaculella Boheman, 1851;Bofast och reproducerande
Nymphalidae_cluster19;assigned;Boloria eunomia;Exact;201074;Boloria eunomia;(Esper, 1800);"Argynnis aphirape (Hübner, 1800); svartringad pärlemorfjäril; Papilio eunomia Esper, 1799; Proclossiana eunomia (Esper, 1799); Boloria eunomia (Esper, 1799)";Bofast och reproducerande
Nymphalidae_cluster4;;;Manual;;Boloria euphrosyne;(Linnaeus, 1758);prydlig pärlemorfjäril;Bofast och reproducerande
Nymphalidae_cluster32;assigned;Boloria freija;Exact;201078;Boloria freija;(Thunberg, 1791);"Papilio freija Thunberg, 1791; Brenthis freija (Thunberg, 1791); Clossiana freija (Thunberg, 1791); Argynnis freija (Thunberg, 1791)";Bofast och reproducerande
Nymphalidae_cluster18;assigned;Boloria selene;Exact;201075;Boloria selene;(Denis & Schiffermüller, 1775);"Papilio selene Denis & Schiffermüller, 1775; Clossiana selene (Denis & Schiffermüller, 1775); Argynnis selene (Denis & Schiffermüller, 1775)";Bofast och reproducerande
Oecophoridae_cluster2;assigned;Borkhausenia fuscescens;Exact;214404;Borkhausenia fuscescens;(Haworth, 1828);gråhuvad skräppraktmal;Bofast och reproducerande
Oecophoridae_cluster21;assigned;Borkhausenia luridicomella;Exact;214405;Borkhausenia luridicomella;(Herrich-Schäffer, 1856);gulhuvad skräppraktmal;Bofast och reproducerande
Oecophoridae_cluster17;assigned;Borkhausenia minutella;Exact;214403;Borkhausenia minutella;(Linnaeus, 1758);snedbandad skräppraktmal;Bofast och reproducerande
Geometridae_cluster102;;;Manual;;Boudinotiana notha;(Hübner, 1803);grå flickfjäril;Bofast och reproducerande
Noctuidae_cluster150;assigned;Brachionycha nubeculosa;Exact;215994;Brachionycha nubeculosa;(Esper, 1785);;Bofast och reproducerande
Gelechiidae_cluster60;assigned;Brachmia blandella;Exact;214786;Brachmia blandella;(Fabricius, 1798);ängsgräsbågpalpmal;Bofast och reproducerande
Gelechiidae_cluster34;assigned;Brachmia inornatella;Exact;214787;Brachmia inornatella;(Douglas, 1850);vassbågpalpmal;Bofast och reproducerande
Noctuidae_cluster81;assigned;Brachylomia viminalis;Exact;216061;Brachylomia viminalis;(Fabricius, 1776);allmänt pilfly;Bofast och reproducerande
Nymphalidae_cluster5;;;Manual;;Brenthis ino;(Rottemburg, 1775);älggräspärlemorfjäril;Bofast och reproducerande
Gelechiidae_cluster89;assigned;Bryotropha affinis;Exact;214651;Bryotropha affinis;(Haworth, 1828);ljuspunktmossmal;Bofast och reproducerande
Gelechiidae_cluster86;assigned;Bryotropha boreella;Exact;214644;Bryotropha boreella;(Douglas, 1851);dimorf mossmal;Bofast och reproducerande
Gelechiidae_cluster69;assigned;Bryotropha desertella;Exact;214643;Bryotropha desertella;(Douglas, 1850);sandfältmossmal;Bofast och reproducerande
Gelechiidae_cluster7;assigned;Bryotropha galbanella;Exact;214645;Bryotropha galbanella;(Zeller, 1839);;Bofast och reproducerande
Gelechiidae_cluster107;assigned;Bryotropha plantariella;Exact;214646;Bryotropha plantariella;(Tengström, 1848);gulpalpmossmal;Bofast och reproducerande
Gelechiidae_cluster4;assigned;Bryotropha senectella;Exact;214648;Bryotropha senectella;(Zeller, 1839);;Bofast och reproducerande
Gelechiidae_cluster20;assigned;Bryotropha similis;Exact;214649;Bryotropha similis;(Stainton, 1854);allmän mossmal;Bofast och reproducerande
Gelechiidae_cluster128;assigned;Bryotropha terrella;Exact;214642;Bryotropha terrella;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Gelechiidae_cluster2;assigned;Bryotropha terrella;Exact;214642;Bryotropha terrella;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Bucculatricidae_cluster13;assigned;Bucculatrix albedinella;Exact;214030;Bucculatrix albedinella;(Zeller, 1839);"Lyonetia albedinella Zeller, 1839; Elachista boyerella Duponchel,[1840]; almögonlappmal; skogsalmskronmal";Bofast och reproducerande
Bucculatricidae_cluster4;assigned;Bucculatrix bechsteinella;Exact;214033;Bucculatrix bechsteinella;(Scharfenberg, 1805);"Tinea bechsteinella Scharfenberg, 1805; hagtornögonlappmal; Bucculatrix crataegi (Zeller, 1839); Lyonetia crataegi Zeller, 1839";Bofast och reproducerande
Bucculatricidae_cluster6;assigned;Bucculatrix cidarella;Exact;214035;Bucculatrix cidarella;(Zeller, 1839);"Lyonetia cidarella Zeller, 1839; alögonlappmal";Bofast och reproducerande
Bucculatricidae_cluster1;assigned;Bucculatrix cristatella;Exact;214020;Bucculatrix cristatella;(Zeller, 1839);"Lyonetia cristatella Zeller, 1839; Lyonetia concolorella Tengström, 1848; Bucculatrix argentisignella Herrich-Schäffer, 1855; röllekögonlappmal; röllikekronmal";Bofast och reproducerande
